Algoritmo,Level,Predictor,Tamanho_Final_MB,Taxa_Compressao (%),Tempo_Compressao_segundos,Tempo_Leitura_segundos,Cena,Banda
COG_ZSTD_L07_P2,7,2,0.92,99.16,1.542,0.328,S2-16D_V2_002012_20260728,SCL
COG_ZSTD_L09_P2,9,2,0.87,99.21,1.788,0.266,S2-16D_V2_002012_20260728,SCL
COG_ZSTD_L11_P2,11,2,0.88,99.2,2.036,0.329,S2-16D_V2_002012_20260728,SCL
COG_ZSTD_L13_P2,13,2,0.85,99.23,10.432,0.3,S2-16D_V2_002012_20260728,SCL
COG_ZSTD_L15_P2,15,2,0.85,99.23,18.665,0.283,S2-16D_V2_002012_20260728,SCL
RAW_SemComp,0,0,220.51,0.0,0.0,0.867,S2-16D_V2_002012_20260728,B03
COG_ZSTD_L01_P2,1,2,160.34,27.29,5.182,2.001,S2-16D_V2_002012_20260728,B03
COG_ZSTD_L03_P2,3,2,149.63,32.14,4.855,2.583,S2-16D_V2_002012_20260728,B03
COG_ZSTD_L05_P2,5,2,144.69,34.38,6.523,1.914,S2-16D_V2_002012_20260728,B03
COG_ZSTD_L07_P2,7,2,144.67,34.39,7.362,2.719,S2-16D_V2_002012_20260728,B03
COG_ZSTD_L09_P2,9,2,144.7,34.38,13.412,0.813,S2-16D_V2_002012_20260728,B03
COG_ZSTD_L11_P2,11,2,144.67,34.39,9.707,0.932,S2-16D_V2_002012_20260728,B03
COG_ZSTD_L13_P2,13,2,144.67,34.39,18.412,0.884,S2-16D_V2_002012_20260728,B03
COG_ZSTD_L15_P2,15,2,144.67,34.39,30.386,1.533,S2-16D_V2_002012_20260728,B03
RAW_SemComp,0,0,220.51,0.0,0.0,0.395,S2-16D_V2_002011_20260728,B11
COG_ZSTD_L01_P2,1,2,67.79,69.26,2.777,0.766,S2-16D_V2_002011_20260728,B11
COG_ZSTD_L03_P2,3,2,63.37,71.26,4.393,2.144,S2-16D_V2_002011_20260728,B11
COG_ZSTD_L05_P2,5,2,61.87,71.94,4.788,2.457,S2-16D_V2_002011_20260728,B11
COG_ZSTD_L07_P2,7,2,61.79,71.98,5.446,1.513,S2-16D_V2_002011_20260728,B11
COG_ZSTD_L09_P2,9,2,61.77,71.99,5.197,1.313,S2-16D_V2_002011_20260728,B11
COG_ZSTD_L11_P2,11,2,61.76,71.99,8.557,4.163,S2-16D_V2_002011_20260728,B11
COG_ZSTD_L13_P2,13,2,61.72,72.01,15.531,2.004,S2-16D_V2_002011_20260728,B11
COG_ZSTD_L15_P2,15,2,61.72,72.01,31.509,0.804,S2-16D_V2_002011_20260728,B11
RAW_SemComp,0,0,220.51,0.0,0.0,2.486,S2-16D_V2_001014_20260728,B04
COG_ZSTD_L01_P2,1,2,40.38,81.69,3.59,0.713,S2-16D_V2_001014_20260728,B04
COG_ZSTD_L03_P2,3,2,36.98,83.23,7.589,3.02,S2-16D_V2_001014_20260728,B04
COG_ZSTD_L05_P2,5,2,36.28,83.55,2.115,0.594,S2-16D_V2_001014_20260728,B04
COG_ZSTD_L07_P2,7,2,36.21,83.58,4.695,1.366,S2-16D_V2_001014_20260728,B04
COG_ZSTD_L09_P2,9,2,36.21,83.58,2.552,3.283,S2-16D_V2_001014_20260728,B04
COG_ZSTD_L11_P2,11,2,36.18,83.59,5.76,1.075,S2-16D_V2_001014_20260728,B04
COG_ZSTD_L13_P2,13,2,36.18,83.59,14.082,1.362,S2-16D_V2_001014_20260728,B04
COG_ZSTD_L15_P2,15,2,36.18,83.59,33.6,0.986,S2-16D_V2_001014_20260728,B04
RAW_SemComp,0,0,220.51,0.0,0.0,0.979,S2-16D_V2_002011_20260728,B02
COG_ZSTD_L01_P2,1,2,62.68,71.58,4.121,1.395,S2-16D_V2_002011_20260728,B02
COG_ZSTD_L03_P2,3,2,58.86,73.31,3.514,1.904,S2-16D_V2_002011_20260728,B02
COG_ZSTD_L05_P2,5,2,57.93,73.73,4.178,2.087,S2-16D_V2_002011_20260728,B02
COG_ZSTD_L07_P2,7,2,57.81,73.78,3.342,1.107,S2-16D_V2_002011_20260728,B02
COG_ZSTD_L09_P2,9,2,57.8,73.79,3.887,0.915,S2-16D_V2_002011_20260728,B02
COG_ZSTD_L11_P2,11,2,57.74,73.81,9.527,1.271,S2-16D_V2_002011_20260728,B02
COG_ZSTD_L13_P2,13,2,57.75,73.81,16.993,1.582,S2-16D_V2_002011_20260728,B02
COG_ZSTD_L15_P2,15,2,57.75,73.81,31.92,1.051,S2-16D_V2_002011_20260728,B02
RAW_SemComp,0,0,220.51,0.0,0.0,0.425,S2-16D_V2_002012_20260728,B11
COG_ZSTD_L01_P2,1,2,164.16,25.56,2.598,0.746,S2-16D_V2_002012_20260728,B11
COG_ZSTD_L03_P2,3,2,150.8,31.62,2.782,0.852,S2-16D_V2_002012_20260728,B11
COG_ZSTD_L05_P2,5,2,146.88,33.39,3.458,0.911,S2-16D_V2_002012_20260728,B11
COG_ZSTD_L07_P2,7,2,146.7,33.47,4.354,0.857,S2-16D_V2_002012_20260728,B11
COG_ZSTD_L09_P2,9,2,146.67,33.49,5.368,0.894,S2-16D_V2_002012_20260728,B11
COG_ZSTD_L11_P2,11,2,146.63,33.51,9.44,0.972,S2-16D_V2_002012_20260728,B11
COG_ZSTD_L13_P2,13,2,146.6,33.52,18.398,0.926,S2-16D_V2_002012_20260728,B11
COG_ZSTD_L15_P2,15,2,146.6,33.52,26.967,0.959,S2-16D_V2_002012_20260728,B11
RAW_SemComp,0,0,220.51,0.0,0.0,0.96,S2-16D_V2_001014_20260728,EVI
COG_ZSTD_L01_P2,1,2,49.41,77.59,1.57,0.542,S2-16D_V2_001014_20260728,EVI
COG_ZSTD_L03_P2,3,2,49.45,77.58,3.435,1.05,S2-16D_V2_001014_20260728,EVI
COG_ZSTD_L05_P2,5,2,49.2,77.69,1.443,0.85,S2-16D_V2_001014_20260728,EVI
COG_ZSTD_L07_P2,7,2,49.17,77.7,3.543,1.788,S2-16D_V2_001014_20260728,EVI
COG_ZSTD_L09_P2,9,2,49.17,77.7,3.889,1.598,S2-16D_V2_001014_20260728,EVI
COG_ZSTD_L11_P2,11,2,49.17,77.7,7.579,1.321,S2-16D_V2_001014_20260728,EVI
COG_ZSTD_L13_P2,13,2,48.92,77.81,19.371,2.238,S2-16D_V2_001014_20260728,EVI
COG_ZSTD_L15_P2,15,2,48.92,77.81,28.091,1.54,S2-16D_V2_001014_20260728,EVI
RAW_SemComp,0,0,220.51,0.0,0.0,0.447,S2-16D_V2_002012_20260728,B09
COG_ZSTD_L01_P2,1,2,126.6,42.59,2.618,0.788,S2-16D_V2_002012_20260728,B09
COG_ZSTD_L03_P2,3,2,114.45,48.1,2.725,0.846,S2-16D_V2_002012_20260728,B09
COG_ZSTD_L05_P2,5,2,111.64,49.37,3.348,0.893,S2-16D_V2_002012_20260728,B09
COG_ZSTD_L07_P2,7,2,109.55,50.32,4.313,0.806,S2-16D_V2_002012_20260728,B09
COG_ZSTD_L09_P2,9,2,108.64,50.73,5.194,0.789,S2-16D_V2_002012_20260728,B09
COG_ZSTD_L11_P2,11,2,106.03,51.92,9.024,0.858,S2-16D_V2_002012_20260728,B09
COG_ZSTD_L13_P2,13,2,104.98,52.39,21.79,0.848,S2-16D_V2_002012_20260728,B09
COG_ZSTD_L15_P2,15,2,104.53,52.6,31.87,0.783,S2-16D_V2_002012_20260728,B09
RAW_SemComp,0,0,220.51,0.0,0.0,1.707,S2-16D_V2_001014_20260728,B08
COG_ZSTD_L01_P2,1,2,50.2,77.24,8.271,7.796,S2-16D_V2_001014_20260728,B08
COG_ZSTD_L03_P2,3,2,50.25,77.21,4.578,1.444,S2-16D_V2_001014_20260728,B08
COG_ZSTD_L05_P2,5,2,50.22,77.22,8.185,5.198,S2-16D_V2_001014_20260728,B08
COG_ZSTD_L07_P2,7,2,50.2,77.24,15.702,5.048,S2-16D_V2_001014_20260728,B08
COG_ZSTD_L09_P2,9,2,50.18,77.24,1.681,0.534,S2-16D_V2_001014_20260728,B08
COG_ZSTD_L11_P2,11,2,50.18,77.24,2.276,0.613,S2-16D_V2_001014_20260728,B08
COG_ZSTD_L13_P2,13,2,50.05,77.3,10.49,0.657,S2-16D_V2_001014_20260728,B08
COG_ZSTD_L15_P2,15,2,50.05,77.3,31.308,3.783,S2-16D_V2_001014_20260728,B08
RAW_SemComp,0,0,220.51,0.0,0.0,0.435,S2-16D_V2_002012_20260728,NDVI
COG_ZSTD_L01_P2,1,2,178.27,19.16,2.231,0.635,S2-16D_V2_002012_20260728,NDVI
COG_ZSTD_L03_P2,3,2,177.59,19.46,2.264,0.732,S2-16D_V2_002012_20260728,NDVI
COG_ZSTD_L05_P2,5,2,173.62,21.27,3.484,0.811,S2-16D_V2_002012_20260728,NDVI
COG_ZSTD_L07_P2,7,2,173.55,21.3,3.886,0.862,S2-16D_V2_002012_20260728,NDVI
COG_ZSTD_L09_P2,9,2,173.54,21.3,4.726,0.874,S2-16D_V2_002012_20260728,NDVI
COG_ZSTD_L11_P2,11,2,173.54,21.3,8.049,0.909,S2-16D_V2_002012_20260728,NDVI
COG_ZSTD_L13_P2,13,2,172.79,21.64,15.756,0.889,S2-16D_V2_002012_20260728,NDVI
COG_ZSTD_L15_P2,15,2,172.79,21.64,23.452,0.909,S2-16D_V2_002012_20260728,NDVI
RAW_SemComp,0,0,110.26,0.0,0.0,0.31,S2-16D_V2_002011_20260728,SCL
COG_ZSTD_L01_P2,1,2,1.24,98.88,2.509,1.052,S2-16D_V2_002011_20260728,SCL
COG_ZSTD_L03_P2,3,2,1.29,98.83,1.883,0.281,S2-16D_V2_002011_20260728,SCL
COG_ZSTD_L05_P2,5,2,1.18,98.93,2.893,0.99,S2-16D_V2_002011_20260728,SCL
COG_ZSTD_L07_P2,7,2,1.07,99.03,2.23,0.316,S2-16D_V2_002011_20260728,SCL
COG_ZSTD_L09_P2,9,2,1.02,99.07,3.946,0.505,S2-16D_V2_002011_20260728,SCL
COG_ZSTD_L11_P2,11,2,1.03,99.07,6.328,0.623,S2-16D_V2_002011_20260728,SCL
COG_ZSTD_L13_P2,13,2,1.01,99.09,11.676,0.524,S2-16D_V2_002011_20260728,SCL
COG_ZSTD_L15_P2,15,2,1.01,99.09,27.671,0.699,S2-16D_V2_002011_20260728,SCL
RAW_SemComp,0,0,220.51,0.0,0.0,0.441,S2-16D_V2_002012_20260728,B8A
COG_ZSTD_L01_P2,1,2,176.06,20.16,1.962,0.725,S2-16D_V2_002012_20260728,B8A
COG_ZSTD_L03_P2,3,2,172.87,21.61,1.965,0.763,S2-16D_V2_002012_20260728,B8A
COG_ZSTD_L05_P2,5,2,168.36,23.65,3.067,0.872,S2-16D_V2_002012_20260728,B8A
COG_ZSTD_L07_P2,7,2,168.29,23.68,3.613,0.868,S2-16D_V2_002012_20260728,B8A
COG_ZSTD_L09_P2,9,2,168.28,23.69,4.738,0.908,S2-16D_V2_002012_20260728,B8A
COG_ZSTD_L11_P2,11,2,168.27,23.69,8.304,0.978,S2-16D_V2_002012_20260728,B8A
COG_ZSTD_L13_P2,13,2,167.85,23.88,15.243,0.866,S2-16D_V2_002012_20260728,B8A
COG_ZSTD_L15_P2,15,2,167.85,23.88,24.812,0.941,S2-16D_V2_002012_20260728,B8A
RAW_SemComp,0,0,220.51,0.0,0.0,0.683,S2-16D_V2_002011_20260728,B05
COG_ZSTD_L01_P2,1,2,66.06,70.04,3.547,1.684,S2-16D_V2_002011_20260728,B05
COG_ZSTD_L03_P2,3,2,61.27,72.22,2.123,1.187,S2-16D_V2_002011_20260728,B05
COG_ZSTD_L05_P2,5,2,59.92,72.82,2.421,1.373,S2-16D_V2_002011_20260728,B05
COG_ZSTD_L07_P2,7,2,59.82,72.87,3.213,1.203,S2-16D_V2_002011_20260728,B05
COG_ZSTD_L09_P2,9,2,59.79,72.88,5.086,3.107,S2-16D_V2_002011_20260728,B05
COG_ZSTD_L11_P2,11,2,59.76,72.9,7.938,5.236,S2-16D_V2_002011_20260728,B05
COG_ZSTD_L13_P2,13,2,59.76,72.9,17.107,1.212,S2-16D_V2_002011_20260728,B05
COG_ZSTD_L15_P2,15,2,59.76,72.9,31.898,1.18,S2-16D_V2_002011_20260728,B05
RAW_SemComp,0,0,220.51,0.0,0.0,0.434,S2-16D_V2_002012_20260728,EVI
COG_ZSTD_L01_P2,1,2,183.74,16.68,1.925,0.706,S2-16D_V2_002012_20260728,EVI
COG_ZSTD_L03_P2,3,2,183.69,16.7,1.777,0.736,S2-16D_V2_002012_20260728,EVI
COG_ZSTD_L05_P2,5,2,181.97,17.48,2.555,0.839,S2-16D_V2_002012_20260728,EVI
COG_ZSTD_L07_P2,7,2,181.94,17.49,2.952,0.744,S2-16D_V2_002012_20260728,EVI
COG_ZSTD_L09_P2,9,2,181.93,17.5,3.468,0.73,S2-16D_V2_002012_20260728,EVI
COG_ZSTD_L11_P2,11,2,181.93,17.5,6.082,0.778,S2-16D_V2_002012_20260728,EVI
COG_ZSTD_L13_P2,13,2,180.73,18.04,15.715,0.914,S2-16D_V2_002012_20260728,EVI
COG_ZSTD_L15_P2,15,2,180.73,18.04,23.901,0.888,S2-16D_V2_002012_20260728,EVI
RAW_SemComp,0,0,220.51,0.0,0.0,0.699,S2-16D_V2_002012_20260728,B07
COG_ZSTD_L01_P2,1,2,175.2,20.55,7.333,0.647,S2-16D_V2_002012_20260728,B07
COG_ZSTD_L03_P2,3,2,171.5,22.23,2.436,0.814,S2-16D_V2_002012_20260728,B07
COG_ZSTD_L05_P2,5,2,166.88,24.32,3.237,0.81,S2-16D_V2_002012_20260728,B07
COG_ZSTD_L07_P2,7,2,166.81,24.36,3.321,0.906,S2-16D_V2_002012_20260728,B07
COG_ZSTD_L09_P2,9,2,166.79,24.36,4.981,0.87,S2-16D_V2_002012_20260728,B07
COG_ZSTD_L11_P2,11,2,166.79,24.36,8.237,0.882,S2-16D_V2_002012_20260728,B07
COG_ZSTD_L13_P2,13,2,166.37,24.56,16.348,0.905,S2-16D_V2_002012_20260728,B07
COG_ZSTD_L15_P2,15,2,166.37,24.56,24.391,0.923,S2-16D_V2_002012_20260728,B07
RAW_SemComp,0,0,220.51,0.0,0.0,1.62,S2-16D_V2_002011_20260728,NBR
COG_ZSTD_L01_P2,1,2,71.56,67.55,2.962,2.449,S2-16D_V2_002011_20260728,NBR
COG_ZSTD_L03_P2,3,2,69.82,68.34,3.583,3.08,S2-16D_V2_002011_20260728,NBR
COG_ZSTD_L05_P2,5,2,67.94,69.19,2.421,0.579,S2-16D_V2_002011_20260728,NBR
COG_ZSTD_L07_P2,7,2,67.91,69.2,2.144,0.76,S2-16D_V2_002011_20260728,NBR
COG_ZSTD_L09_P2,9,2,67.91,69.21,4.343,1.764,S2-16D_V2_002011_20260728,NBR
COG_ZSTD_L11_P2,11,2,67.91,69.21,7.225,1.593,S2-16D_V2_002011_20260728,NBR
COG_ZSTD_L13_P2,13,2,67.8,69.26,19.368,1.595,S2-16D_V2_002011_20260728,NBR
COG_ZSTD_L15_P2,15,2,67.8,69.26,32.245,0.712,S2-16D_V2_002011_20260728,NBR
RAW_SemComp,0,0,220.51,0.0,0.0,0.812,S2-16D_V2_001014_20260728,B05
COG_ZSTD_L01_P2,1,2,42.33,80.81,1.861,2.608,S2-16D_V2_001014_20260728,B05
COG_ZSTD_L03_P2,3,2,38.66,82.47,3.995,1.156,S2-16D_V2_001014_20260728,B05
COG_ZSTD_L05_P2,5,2,37.78,82.87,5.151,1.819,S2-16D_V2_001014_20260728,B05
COG_ZSTD_L07_P2,7,2,37.7,82.9,3.293,1.179,S2-16D_V2_001014_20260728,B05
COG_ZSTD_L09_P2,9,2,37.69,82.91,3.723,0.776,S2-16D_V2_001014_20260728,B05
COG_ZSTD_L11_P2,11,2,37.67,82.92,4.98,0.948,S2-16D_V2_001014_20260728,B05
COG_ZSTD_L13_P2,13,2,37.67,82.92,18.775,1.395,S2-16D_V2_001014_20260728,B05
COG_ZSTD_L15_P2,15,2,37.67,82.92,30.917,1.584,S2-16D_V2_001014_20260728,B05
RAW_SemComp,0,0,220.51,0.0,0.0,0.511,S2-16D_V2_002012_20260728,B06
COG_ZSTD_L01_P2,1,2,173.26,21.43,2.392,0.763,S2-16D_V2_002012_20260728,B06
COG_ZSTD_L03_P2,3,2,167.77,23.92,2.53,0.82,S2-16D_V2_002012_20260728,B06
COG_ZSTD_L05_P2,5,2,162.78,26.18,3.43,0.863,S2-16D_V2_002012_20260728,B06
COG_ZSTD_L07_P2,7,2,162.71,26.21,4.323,0.906,S2-16D_V2_002012_20260728,B06
COG_ZSTD_L09_P2,9,2,162.7,26.22,5.434,2.23,S2-16D_V2_002012_20260728,B06
COG_ZSTD_L11_P2,11,2,162.69,26.22,11.554,1.995,S2-16D_V2_002012_20260728,B06
COG_ZSTD_L13_P2,13,2,162.43,26.34,23.278,1.988,S2-16D_V2_002012_20260728,B06
COG_ZSTD_L15_P2,15,2,162.43,26.34,35.4,1.897,S2-16D_V2_002012_20260728,B06
RAW_SemComp,0,0,220.51,0.0,0.0,0.597,S2-16D_V2_002011_20260728,B8A
COG_ZSTD_L01_P2,1,2,71.5,67.58,4.707,1.426,S2-16D_V2_002011_20260728,B8A
COG_ZSTD_L03_P2,3,2,70.37,68.09,4.813,1.27,S2-16D_V2_002011_20260728,B8A
COG_ZSTD_L05_P2,5,2,68.72,68.84,3.409,0.896,S2-16D_V2_002011_20260728,B8A
COG_ZSTD_L07_P2,7,2,68.68,68.85,6.489,0.748,S2-16D_V2_002011_20260728,B8A
COG_ZSTD_L09_P2,9,2,68.67,68.86,3.974,0.835,S2-16D_V2_002011_20260728,B8A
COG_ZSTD_L11_P2,11,2,68.67,68.86,7.748,1.924,S2-16D_V2_002011_20260728,B8A
COG_ZSTD_L13_P2,13,2,68.52,68.93,18.629,1.268,S2-16D_V2_002011_20260728,B8A
COG_ZSTD_L15_P2,15,2,68.52,68.93,32.091,2.479,S2-16D_V2_002011_20260728,B8A
RAW_SemComp,0,0,220.51,0.0,0.0,1.19,S2-16D_V2_001014_20260728,B01
COG_ZSTD_L01_P2,1,2,15.94,92.77,1.718,1.607,S2-16D_V2_001014_20260728,B01
COG_ZSTD_L03_P2,3,2,15.39,93.02,2.282,1.025,S2-16D_V2_001014_20260728,B01
COG_ZSTD_L05_P2,5,2,14.49,93.43,6.483,0.964,S2-16D_V2_001014_20260728,B01
COG_ZSTD_L07_P2,7,2,13.99,93.66,1.459,0.535,S2-16D_V2_001014_20260728,B01
COG_ZSTD_L09_P2,9,2,13.95,93.67,1.978,0.602,S2-16D_V2_001014_20260728,B01
COG_ZSTD_L11_P2,11,2,13.48,93.89,2.823,0.539,S2-16D_V2_001014_20260728,B01
COG_ZSTD_L13_P2,13,2,13.37,93.94,17.903,0.739,S2-16D_V2_001014_20260728,B01
COG_ZSTD_L15_P2,15,2,12.76,94.21,33.214,0.881,S2-16D_V2_001014_20260728,B01
