Algoritmo,Level,Predictor,Tamanho_Final_MB,Taxa_Compressao (%),Tempo_Compressao_segundos,Tempo_Leitura_segundos,Cena,Banda
ZSTD_L07_P2,7,2,112.42,49.02,5.952,0.883,S2-16D_V2_002012_20260728,B03
ZSTD_L09_P2,9,2,112.4,49.03,5.676,2.521,S2-16D_V2_002012_20260728,B03
ZSTD_L11_P2,11,2,112.4,49.03,11.244,0.833,S2-16D_V2_002012_20260728,B03
ZSTD_L13_P2,13,2,112.39,49.03,47.014,1.622,S2-16D_V2_002012_20260728,B03
ZSTD_L15_P2,15,2,112.39,49.03,23.382,0.887,S2-16D_V2_002012_20260728,B03
RAW_SemComp,0,0,220.51,0.0,0.0,0.841,S2-16D_V2_002011_20260728,B11
ZSTD_L01_P2,1,2,50.02,77.32,0.542,0.59,S2-16D_V2_002011_20260728,B11
ZSTD_L03_P2,3,2,46.71,78.82,2.869,2.892,S2-16D_V2_002011_20260728,B11
ZSTD_L05_P2,5,2,46.25,79.03,2.087,0.685,S2-16D_V2_002011_20260728,B11
ZSTD_L07_P2,7,2,46.24,79.03,1.784,0.719,S2-16D_V2_002011_20260728,B11
ZSTD_L09_P2,9,2,46.21,79.04,2.41,0.703,S2-16D_V2_002011_20260728,B11
ZSTD_L11_P2,11,2,46.21,79.04,3.844,0.715,S2-16D_V2_002011_20260728,B11
ZSTD_L13_P2,13,2,46.21,79.04,6.804,0.716,S2-16D_V2_002011_20260728,B11
ZSTD_L15_P2,15,2,46.21,79.04,7.358,0.757,S2-16D_V2_002011_20260728,B11
RAW_SemComp,0,0,220.51,0.0,0.0,0.416,S2-16D_V2_001014_20260728,B04
ZSTD_L01_P2,1,2,30.27,86.27,0.369,0.536,S2-16D_V2_001014_20260728,B04
ZSTD_L03_P2,3,2,27.91,87.34,0.814,0.577,S2-16D_V2_001014_20260728,B04
ZSTD_L05_P2,5,2,27.68,87.45,1.095,0.516,S2-16D_V2_001014_20260728,B04
ZSTD_L07_P2,7,2,27.67,87.45,1.303,0.588,S2-16D_V2_001014_20260728,B04
ZSTD_L09_P2,9,2,27.66,87.46,1.72,0.617,S2-16D_V2_001014_20260728,B04
ZSTD_L11_P2,11,2,27.66,87.46,9.83,1.132,S2-16D_V2_001014_20260728,B04
ZSTD_L13_P2,13,2,27.66,87.46,10.116,0.598,S2-16D_V2_001014_20260728,B04
ZSTD_L15_P2,15,2,27.66,87.46,4.953,0.62,S2-16D_V2_001014_20260728,B04
RAW_SemComp,0,0,220.51,0.0,0.0,0.415,S2-16D_V2_002011_20260728,B02
ZSTD_L01_P2,1,2,46.58,78.88,0.412,0.595,S2-16D_V2_002011_20260728,B02
ZSTD_L03_P2,3,2,43.83,80.13,1.121,0.703,S2-16D_V2_002011_20260728,B02
ZSTD_L05_P2,5,2,43.55,80.25,1.545,0.679,S2-16D_V2_002011_20260728,B02
ZSTD_L07_P2,7,2,43.54,80.26,1.802,0.656,S2-16D_V2_002011_20260728,B02
ZSTD_L09_P2,9,2,43.52,80.26,2.514,0.739,S2-16D_V2_002011_20260728,B02
ZSTD_L11_P2,11,2,43.52,80.26,3.685,0.674,S2-16D_V2_002011_20260728,B02
ZSTD_L13_P2,13,2,43.52,80.26,8.166,4.688,S2-16D_V2_002011_20260728,B02
ZSTD_L15_P2,15,2,43.52,80.26,14.504,0.702,S2-16D_V2_002011_20260728,B02
RAW_SemComp,0,0,220.51,0.0,0.0,0.39,S2-16D_V2_002012_20260728,B11
ZSTD_L01_P2,1,2,121.57,44.87,0.666,1.424,S2-16D_V2_002012_20260728,B11
ZSTD_L03_P2,3,2,111.82,49.29,3.306,1.68,S2-16D_V2_002012_20260728,B11
ZSTD_L05_P2,5,2,110.77,49.77,6.934,0.89,S2-16D_V2_002012_20260728,B11
ZSTD_L07_P2,7,2,110.76,49.77,4.298,0.91,S2-16D_V2_002012_20260728,B11
ZSTD_L09_P2,9,2,110.7,49.8,5.388,0.817,S2-16D_V2_002012_20260728,B11
ZSTD_L11_P2,11,2,110.7,49.8,8.62,0.842,S2-16D_V2_002012_20260728,B11
ZSTD_L13_P2,13,2,110.7,49.8,32.899,2.187,S2-16D_V2_002012_20260728,B11
ZSTD_L15_P2,15,2,110.7,49.8,19.127,2.115,S2-16D_V2_002012_20260728,B11
RAW_SemComp,0,0,220.51,0.0,0.0,1.27,S2-16D_V2_001014_20260728,EVI
ZSTD_L01_P2,1,2,36.73,83.34,0.39,0.579,S2-16D_V2_001014_20260728,EVI
ZSTD_L03_P2,3,2,36.74,83.34,0.891,0.908,S2-16D_V2_001014_20260728,EVI
ZSTD_L05_P2,5,2,36.74,83.34,0.536,0.472,S2-16D_V2_001014_20260728,EVI
ZSTD_L07_P2,7,2,36.73,83.34,1.376,1.278,S2-16D_V2_001014_20260728,EVI
ZSTD_L09_P2,9,2,36.73,83.34,1.135,0.463,S2-16D_V2_001014_20260728,EVI
ZSTD_L11_P2,11,2,36.73,83.34,0.908,0.527,S2-16D_V2_001014_20260728,EVI
ZSTD_L13_P2,13,2,36.64,83.39,3.834,0.549,S2-16D_V2_001014_20260728,EVI
ZSTD_L15_P2,15,2,36.64,83.39,4.34,0.613,S2-16D_V2_001014_20260728,EVI
RAW_SemComp,0,0,220.51,0.0,0.0,0.438,S2-16D_V2_002012_20260728,B09
ZSTD_L01_P2,1,2,86.59,60.73,1.462,0.813,S2-16D_V2_002012_20260728,B09
ZSTD_L03_P2,3,2,79.85,63.79,1.944,0.921,S2-16D_V2_002012_20260728,B09
ZSTD_L05_P2,5,2,78.84,64.25,3.326,0.86,S2-16D_V2_002012_20260728,B09
ZSTD_L07_P2,7,2,76.86,65.15,4.827,0.844,S2-16D_V2_002012_20260728,B09
ZSTD_L09_P2,9,2,75.99,65.54,10.461,1.771,S2-16D_V2_002012_20260728,B09
ZSTD_L11_P2,11,2,74.64,66.15,16.193,0.839,S2-16D_V2_002012_20260728,B09
ZSTD_L13_P2,13,2,74.39,66.27,24.015,1.094,S2-16D_V2_002012_20260728,B09
ZSTD_L15_P2,15,2,74.31,66.3,25.509,0.828,S2-16D_V2_002012_20260728,B09
RAW_SemComp,0,0,220.51,0.0,0.0,0.429,S2-16D_V2_001014_20260728,B08
ZSTD_L01_P2,1,2,37.66,82.92,0.841,0.871,S2-16D_V2_001014_20260728,B08
ZSTD_L03_P2,3,2,37.68,82.91,2.235,2.846,S2-16D_V2_001014_20260728,B08
ZSTD_L05_P2,5,2,37.68,82.91,0.483,0.598,S2-16D_V2_001014_20260728,B08
ZSTD_L07_P2,7,2,37.67,82.92,1.083,0.991,S2-16D_V2_001014_20260728,B08
ZSTD_L09_P2,9,2,37.67,82.92,0.984,0.573,S2-16D_V2_001014_20260728,B08
ZSTD_L11_P2,11,2,37.67,82.92,1.237,0.801,S2-16D_V2_001014_20260728,B08
ZSTD_L13_P2,13,2,37.68,82.91,5.108,0.496,S2-16D_V2_001014_20260728,B08
ZSTD_L15_P2,15,2,37.68,82.91,3.258,0.583,S2-16D_V2_001014_20260728,B08
RAW_SemComp,0,0,220.51,0.0,0.0,1.118,S2-16D_V2_002012_20260728,NDVI
ZSTD_L01_P2,1,2,133.44,39.49,1.251,0.703,S2-16D_V2_002012_20260728,NDVI
ZSTD_L03_P2,3,2,133.39,39.51,1.182,1.744,S2-16D_V2_002012_20260728,NDVI
ZSTD_L05_P2,5,2,132.7,39.82,6.024,0.745,S2-16D_V2_002012_20260728,NDVI
ZSTD_L07_P2,7,2,132.69,39.83,2.891,0.797,S2-16D_V2_002012_20260728,NDVI
ZSTD_L09_P2,9,2,132.69,39.83,3.378,0.753,S2-16D_V2_002012_20260728,NDVI
ZSTD_L11_P2,11,2,132.69,39.83,5.97,0.793,S2-16D_V2_002012_20260728,NDVI
ZSTD_L13_P2,13,2,132.12,40.09,14.312,0.782,S2-16D_V2_002012_20260728,NDVI
ZSTD_L15_P2,15,2,132.12,40.09,30.976,0.767,S2-16D_V2_002012_20260728,NDVI
RAW_SemComp,0,0,110.26,0.0,0.0,0.247,S2-16D_V2_002011_20260728,SCL
ZSTD_L01_P2,1,2,0.71,99.35,0.222,0.289,S2-16D_V2_002011_20260728,SCL
ZSTD_L03_P2,3,2,0.72,99.34,0.21,0.257,S2-16D_V2_002011_20260728,SCL
ZSTD_L05_P2,5,2,0.66,99.4,0.275,0.23,S2-16D_V2_002011_20260728,SCL
ZSTD_L07_P2,7,2,0.62,99.43,0.336,0.251,S2-16D_V2_002011_20260728,SCL
ZSTD_L09_P2,9,2,0.59,99.46,0.375,0.296,S2-16D_V2_002011_20260728,SCL
ZSTD_L11_P2,11,2,0.6,99.46,0.466,0.262,S2-16D_V2_002011_20260728,SCL
ZSTD_L13_P2,13,2,0.59,99.47,0.559,0.231,S2-16D_V2_002011_20260728,SCL
ZSTD_L15_P2,15,2,0.59,99.46,0.886,0.554,S2-16D_V2_002011_20260728,SCL
RAW_SemComp,0,0,220.51,0.0,0.0,0.383,S2-16D_V2_002012_20260728,B8A
ZSTD_L01_P2,1,2,130.75,40.71,0.659,0.67,S2-16D_V2_002012_20260728,B8A
ZSTD_L03_P2,3,2,129.2,41.41,2.116,0.749,S2-16D_V2_002012_20260728,B8A
ZSTD_L05_P2,5,2,127.45,42.2,3.559,0.79,S2-16D_V2_002012_20260728,B8A
ZSTD_L07_P2,7,2,127.45,42.2,3.803,0.733,S2-16D_V2_002012_20260728,B8A
ZSTD_L09_P2,9,2,127.44,42.21,4.515,0.761,S2-16D_V2_002012_20260728,B8A
ZSTD_L11_P2,11,2,127.44,42.21,22.665,0.84,S2-16D_V2_002012_20260728,B8A
ZSTD_L13_P2,13,2,127.09,42.36,16.399,0.801,S2-16D_V2_002012_20260728,B8A
ZSTD_L15_P2,15,2,127.09,42.36,27.521,1.398,S2-16D_V2_002012_20260728,B8A
RAW_SemComp,0,0,220.51,0.0,0.0,0.432,S2-16D_V2_002011_20260728,B05
ZSTD_L01_P2,1,2,48.77,77.88,0.421,0.562,S2-16D_V2_002011_20260728,B05
ZSTD_L03_P2,3,2,45.13,79.54,1.188,0.658,S2-16D_V2_002011_20260728,B05
ZSTD_L05_P2,5,2,44.77,79.7,1.542,0.572,S2-16D_V2_002011_20260728,B05
ZSTD_L07_P2,7,2,44.75,79.7,1.823,0.625,S2-16D_V2_002011_20260728,B05
ZSTD_L09_P2,9,2,44.73,79.72,2.37,0.679,S2-16D_V2_002011_20260728,B05
ZSTD_L11_P2,11,2,44.73,79.72,4.153,0.718,S2-16D_V2_002011_20260728,B05
ZSTD_L13_P2,13,2,44.73,79.72,6.882,0.692,S2-16D_V2_002011_20260728,B05
ZSTD_L15_P2,15,2,44.73,79.72,13.357,0.795,S2-16D_V2_002011_20260728,B05
RAW_SemComp,0,0,220.51,0.0,0.0,0.425,S2-16D_V2_002012_20260728,EVI
ZSTD_L01_P2,1,2,136.53,38.08,0.676,0.684,S2-16D_V2_002012_20260728,EVI
ZSTD_L03_P2,3,2,136.53,38.09,0.732,0.668,S2-16D_V2_002012_20260728,EVI
ZSTD_L05_P2,5,2,136.4,38.15,1.563,0.691,S2-16D_V2_002012_20260728,EVI
ZSTD_L07_P2,7,2,136.39,38.15,1.614,0.739,S2-16D_V2_002012_20260728,EVI
ZSTD_L09_P2,9,2,136.39,38.15,2.072,0.697,S2-16D_V2_002012_20260728,EVI
ZSTD_L11_P2,11,2,136.39,38.15,3.314,0.742,S2-16D_V2_002012_20260728,EVI
ZSTD_L13_P2,13,2,135.91,38.37,23.943,3.952,S2-16D_V2_002012_20260728,EVI
ZSTD_L15_P2,15,2,135.91,38.37,17.144,0.838,S2-16D_V2_002012_20260728,EVI
RAW_SemComp,0,0,220.51,0.0,0.0,0.429,S2-16D_V2_002012_20260728,B07
ZSTD_L01_P2,1,2,130.19,40.96,0.668,0.861,S2-16D_V2_002012_20260728,B07
ZSTD_L03_P2,3,2,128.25,41.84,3.084,0.78,S2-16D_V2_002012_20260728,B07
ZSTD_L05_P2,5,2,126.43,42.67,3.637,0.852,S2-16D_V2_002012_20260728,B07
ZSTD_L07_P2,7,2,126.42,42.67,3.94,0.857,S2-16D_V2_002012_20260728,B07
ZSTD_L09_P2,9,2,126.41,42.67,5.027,0.895,S2-16D_V2_002012_20260728,B07
ZSTD_L11_P2,11,2,126.41,42.67,8.276,0.818,S2-16D_V2_002012_20260728,B07
ZSTD_L13_P2,13,2,126.09,42.82,35.358,0.812,S2-16D_V2_002012_20260728,B07
ZSTD_L15_P2,15,2,126.09,42.82,19.105,0.857,S2-16D_V2_002012_20260728,B07
RAW_SemComp,0,0,220.51,0.0,0.0,0.363,S2-16D_V2_002011_20260728,NBR
ZSTD_L01_P2,1,2,52.95,75.99,0.742,1.06,S2-16D_V2_002011_20260728,NBR
ZSTD_L03_P2,3,2,51.94,76.45,1.741,0.574,S2-16D_V2_002011_20260728,NBR
ZSTD_L05_P2,5,2,51.21,76.78,5.567,0.608,S2-16D_V2_002011_20260728,NBR
ZSTD_L07_P2,7,2,51.21,76.78,1.862,0.618,S2-16D_V2_002011_20260728,NBR
ZSTD_L09_P2,9,2,51.2,76.78,2.307,0.683,S2-16D_V2_002011_20260728,NBR
ZSTD_L11_P2,11,2,51.2,76.78,3.631,0.594,S2-16D_V2_002011_20260728,NBR
ZSTD_L13_P2,13,2,51.13,76.81,6.015,0.65,S2-16D_V2_002011_20260728,NBR
ZSTD_L15_P2,15,2,51.13,76.81,6.925,0.625,S2-16D_V2_002011_20260728,NBR
RAW_SemComp,0,0,220.51,0.0,0.0,0.436,S2-16D_V2_001014_20260728,B05
ZSTD_L01_P2,1,2,31.42,85.75,0.403,0.563,S2-16D_V2_001014_20260728,B05
ZSTD_L03_P2,3,2,28.72,86.98,0.905,0.586,S2-16D_V2_001014_20260728,B05
ZSTD_L05_P2,5,2,28.5,87.07,1.187,0.554,S2-16D_V2_001014_20260728,B05
ZSTD_L07_P2,7,2,28.49,87.08,1.381,0.608,S2-16D_V2_001014_20260728,B05
ZSTD_L09_P2,9,2,28.47,87.09,1.884,0.613,S2-16D_V2_001014_20260728,B05
ZSTD_L11_P2,11,2,28.47,87.09,2.739,0.606,S2-16D_V2_001014_20260728,B05
ZSTD_L13_P2,13,2,28.47,87.09,10.193,0.591,S2-16D_V2_001014_20260728,B05
ZSTD_L15_P2,15,2,28.47,87.09,10.494,0.555,S2-16D_V2_001014_20260728,B05
RAW_SemComp,0,0,220.51,0.0,0.0,0.368,S2-16D_V2_002012_20260728,B06
ZSTD_L01_P2,1,2,128.97,41.51,0.663,0.657,S2-16D_V2_002012_20260728,B06
ZSTD_L03_P2,3,2,125.62,43.04,2.507,0.794,S2-16D_V2_002012_20260728,B06
ZSTD_L05_P2,5,2,123.71,43.9,3.68,0.826,S2-16D_V2_002012_20260728,B06
ZSTD_L07_P2,7,2,123.7,43.9,3.94,0.775,S2-16D_V2_002012_20260728,B06
ZSTD_L09_P2,9,2,123.69,43.91,4.737,0.74,S2-16D_V2_002012_20260728,B06
ZSTD_L11_P2,11,2,123.69,43.91,7.943,0.797,S2-16D_V2_002012_20260728,B06
ZSTD_L13_P2,13,2,123.49,44.0,27.42,0.833,S2-16D_V2_002012_20260728,B06
ZSTD_L15_P2,15,2,123.49,44.0,17.92,0.795,S2-16D_V2_002012_20260728,B06
RAW_SemComp,0,0,220.51,0.0,0.0,0.439,S2-16D_V2_002011_20260728,B8A
ZSTD_L01_P2,1,2,52.85,76.03,1.502,1.698,S2-16D_V2_002011_20260728,B8A
ZSTD_L03_P2,3,2,52.33,76.27,3.231,0.615,S2-16D_V2_002011_20260728,B8A
ZSTD_L05_P2,5,2,51.66,76.57,1.517,0.613,S2-16D_V2_002011_20260728,B8A
ZSTD_L07_P2,7,2,51.64,76.58,1.66,0.642,S2-16D_V2_002011_20260728,B8A
ZSTD_L09_P2,9,2,51.64,76.58,2.014,0.593,S2-16D_V2_002011_20260728,B8A
ZSTD_L11_P2,11,2,51.64,76.58,3.652,0.652,S2-16D_V2_002011_20260728,B8A
ZSTD_L13_P2,13,2,51.51,76.64,6.589,0.623,S2-16D_V2_002011_20260728,B8A
ZSTD_L15_P2,15,2,51.51,76.64,7.183,0.626,S2-16D_V2_002011_20260728,B8A
RAW_SemComp,0,0,220.51,0.0,0.0,0.405,S2-16D_V2_001014_20260728,B01
ZSTD_L01_P2,1,2,10.66,95.16,0.779,1.165,S2-16D_V2_001014_20260728,B01
ZSTD_L03_P2,3,2,10.3,95.33,0.838,0.621,S2-16D_V2_001014_20260728,B01
ZSTD_L05_P2,5,2,9.54,95.67,0.882,0.968,S2-16D_V2_001014_20260728,B01
ZSTD_L07_P2,7,2,9.07,95.89,4.016,0.626,S2-16D_V2_001014_20260728,B01
ZSTD_L09_P2,9,2,9.02,95.91,1.994,0.612,S2-16D_V2_001014_20260728,B01
ZSTD_L11_P2,11,2,8.75,96.03,3.284,0.593,S2-16D_V2_001014_20260728,B01
ZSTD_L13_P2,13,2,8.72,96.05,5.49,0.56,S2-16D_V2_001014_20260728,B01
ZSTD_L15_P2,15,2,8.45,96.17,8.848,0.559,S2-16D_V2_001014_20260728,B01
