Algoritmo,Level,Predictor,Tamanho_Final_MB,Taxa_Compressao (%),Tempo_Compressao_segundos,Tempo_Leitura_segundos,Cena,Banda
COG_DEFLATE_L7_P2,7,2,77.18,65.0,7.287,2.998,S2-16D_V2_002011_20260728,B08
COG_DEFLATE_L8_P2,8,2,77.18,65.0,8.012,3.498,S2-16D_V2_002011_20260728,B08
COG_DEFLATE_L9_P2,9,2,75.23,65.89,10.043,0.851,S2-16D_V2_002011_20260728,B08
RAW_SemComp,0,0,110.26,0.0,0.0,0.232,S2-16D_V2_002012_20260728,SCL
COG_DEFLATE_L1_P2,1,2,1.5,98.64,1.773,0.306,S2-16D_V2_002012_20260728,SCL
COG_DEFLATE_L2_P2,2,2,1.45,98.68,1.713,0.288,S2-16D_V2_002012_20260728,SCL
COG_DEFLATE_L3_P2,3,2,1.42,98.71,1.905,0.3,S2-16D_V2_002012_20260728,SCL
COG_DEFLATE_L5_P2,5,2,1.39,98.74,2.028,0.266,S2-16D_V2_002012_20260728,SCL
COG_DEFLATE_L6_P2,6,2,1.35,98.78,1.707,0.28,S2-16D_V2_002012_20260728,SCL
COG_DEFLATE_L7_P2,7,2,1.33,98.79,2.12,0.303,S2-16D_V2_002012_20260728,SCL
COG_DEFLATE_L8_P2,8,2,1.13,98.98,2.012,0.327,S2-16D_V2_002012_20260728,SCL
COG_DEFLATE_L9_P2,9,2,1.25,98.86,7.095,0.347,S2-16D_V2_002012_20260728,SCL
RAW_SemComp,0,0,220.51,0.0,0.0,1.742,S2-16D_V2_002012_20260728,B03
COG_DEFLATE_L1_P2,1,2,152.12,31.01,7.241,3.971,S2-16D_V2_002012_20260728,B03
COG_DEFLATE_L2_P2,2,2,155.42,29.52,8.701,2.315,S2-16D_V2_002012_20260728,B03
COG_DEFLATE_L3_P2,3,2,155.42,29.52,4.318,2.221,S2-16D_V2_002012_20260728,B03
COG_DEFLATE_L5_P2,5,2,155.21,29.61,6.175,1.868,S2-16D_V2_002012_20260728,B03
COG_DEFLATE_L6_P2,6,2,155.21,29.61,8.05,1.718,S2-16D_V2_002012_20260728,B03
COG_DEFLATE_L7_P2,7,2,155.23,29.6,9.216,2.234,S2-16D_V2_002012_20260728,B03
COG_DEFLATE_L8_P2,8,2,155.23,29.6,8.472,3.881,S2-16D_V2_002012_20260728,B03
COG_DEFLATE_L9_P2,9,2,151.6,31.25,13.917,5.481,S2-16D_V2_002012_20260728,B03
RAW_SemComp,0,0,220.51,0.0,0.0,1.807,S2-16D_V2_002011_20260728,B11
COG_DEFLATE_L1_P2,1,2,64.78,70.62,4.258,1.18,S2-16D_V2_002011_20260728,B11
COG_DEFLATE_L2_P2,2,2,66.11,70.02,2.727,1.413,S2-16D_V2_002011_20260728,B11
COG_DEFLATE_L3_P2,3,2,66.12,70.01,2.211,1.741,S2-16D_V2_002011_20260728,B11
COG_DEFLATE_L5_P2,5,2,66.21,69.97,2.057,1.267,S2-16D_V2_002011_20260728,B11
COG_DEFLATE_L6_P2,6,2,66.21,69.97,2.339,0.843,S2-16D_V2_002011_20260728,B11
COG_DEFLATE_L7_P2,7,2,66.18,69.99,2.865,0.893,S2-16D_V2_002011_20260728,B11
COG_DEFLATE_L8_P2,8,2,66.18,69.99,2.797,1.231,S2-16D_V2_002011_20260728,B11
COG_DEFLATE_L9_P2,9,2,64.64,70.69,7.241,2.334,S2-16D_V2_002011_20260728,B11
RAW_SemComp,0,0,220.51,0.0,0.0,2.389,S2-16D_V2_001014_20260728,B04
COG_DEFLATE_L1_P2,1,2,38.1,82.72,2.611,1.962,S2-16D_V2_001014_20260728,B04
COG_DEFLATE_L2_P2,2,2,38.48,82.55,5.43,1.287,S2-16D_V2_001014_20260728,B04
COG_DEFLATE_L3_P2,3,2,38.48,82.55,3.707,3.506,S2-16D_V2_001014_20260728,B04
COG_DEFLATE_L5_P2,5,2,38.65,82.47,5.189,2.911,S2-16D_V2_001014_20260728,B04
COG_DEFLATE_L6_P2,6,2,38.65,82.47,4.713,0.669,S2-16D_V2_001014_20260728,B04
COG_DEFLATE_L7_P2,7,2,38.65,82.47,5.022,3.318,S2-16D_V2_001014_20260728,B04
COG_DEFLATE_L8_P2,8,2,38.65,82.47,5.359,2.223,S2-16D_V2_001014_20260728,B04
COG_DEFLATE_L9_P2,9,2,37.66,82.92,10.98,4.421,S2-16D_V2_001014_20260728,B04
RAW_SemComp,0,0,220.51,0.0,0.0,0.998,S2-16D_V2_002011_20260728,B02
COG_DEFLATE_L1_P2,1,2,60.36,72.63,2.526,1.548,S2-16D_V2_002011_20260728,B02
COG_DEFLATE_L2_P2,2,2,61.31,72.2,2.63,1.406,S2-16D_V2_002011_20260728,B02
COG_DEFLATE_L3_P2,3,2,61.32,72.19,2.703,2.579,S2-16D_V2_002011_20260728,B02
COG_DEFLATE_L5_P2,5,2,61.42,72.15,3.585,2.645,S2-16D_V2_002011_20260728,B02
COG_DEFLATE_L6_P2,6,2,61.42,72.15,3.682,2.179,S2-16D_V2_002011_20260728,B02
COG_DEFLATE_L7_P2,7,2,61.35,72.18,4.321,1.796,S2-16D_V2_002011_20260728,B02
COG_DEFLATE_L8_P2,8,2,61.35,72.18,3.185,2.031,S2-16D_V2_002011_20260728,B02
COG_DEFLATE_L9_P2,9,2,59.71,72.92,7.869,2.559,S2-16D_V2_002011_20260728,B02
RAW_SemComp,0,0,220.51,0.0,0.0,1.723,S2-16D_V2_002012_20260728,B11
COG_DEFLATE_L1_P2,1,2,153.55,30.37,7.774,2.938,S2-16D_V2_002012_20260728,B11
COG_DEFLATE_L2_P2,2,2,156.06,29.23,5.678,2.523,S2-16D_V2_002012_20260728,B11
COG_DEFLATE_L3_P2,3,2,156.07,29.23,6.203,2.688,S2-16D_V2_002012_20260728,B11
COG_DEFLATE_L5_P2,5,2,156.76,28.91,8.013,2.472,S2-16D_V2_002012_20260728,B11
COG_DEFLATE_L6_P2,6,2,156.76,28.91,12.338,1.768,S2-16D_V2_002012_20260728,B11
COG_DEFLATE_L7_P2,7,2,156.75,28.91,7.826,5.902,S2-16D_V2_002012_20260728,B11
COG_DEFLATE_L8_P2,8,2,156.75,28.91,12.557,3.117,S2-16D_V2_002012_20260728,B11
COG_DEFLATE_L9_P2,9,2,152.75,30.73,11.006,4.5,S2-16D_V2_002012_20260728,B11
RAW_SemComp,0,0,220.51,0.0,0.0,0.529,S2-16D_V2_001014_20260728,EVI
COG_DEFLATE_L1_P2,1,2,50.02,77.32,3.524,2.288,S2-16D_V2_001014_20260728,EVI
COG_DEFLATE_L2_P2,2,2,51.17,76.8,2.926,0.982,S2-16D_V2_001014_20260728,EVI
COG_DEFLATE_L3_P2,3,2,51.17,76.8,5.601,1.655,S2-16D_V2_001014_20260728,EVI
COG_DEFLATE_L5_P2,5,2,51.5,76.65,3.065,0.767,S2-16D_V2_001014_20260728,EVI
COG_DEFLATE_L6_P2,6,2,51.5,76.65,3.418,0.721,S2-16D_V2_001014_20260728,EVI
COG_DEFLATE_L7_P2,7,2,51.49,76.65,2.984,1.914,S2-16D_V2_001014_20260728,EVI
COG_DEFLATE_L8_P2,8,2,51.49,76.65,2.177,1.386,S2-16D_V2_001014_20260728,EVI
COG_DEFLATE_L9_P2,9,2,50.32,77.18,8.603,2.432,S2-16D_V2_001014_20260728,EVI
RAW_SemComp,0,0,220.51,0.0,0.0,1.187,S2-16D_V2_002012_20260728,B09
COG_DEFLATE_L1_P2,1,2,121.3,44.99,9.943,1.733,S2-16D_V2_002012_20260728,B09
COG_DEFLATE_L2_P2,2,2,118.73,46.16,7.309,4.123,S2-16D_V2_002012_20260728,B09
COG_DEFLATE_L3_P2,3,2,117.13,46.88,9.968,4.305,S2-16D_V2_002012_20260728,B09
COG_DEFLATE_L5_P2,5,2,116.59,47.13,8.744,2.278,S2-16D_V2_002012_20260728,B09
COG_DEFLATE_L6_P2,6,2,114.28,48.17,14.895,5.071,S2-16D_V2_002012_20260728,B09
COG_DEFLATE_L7_P2,7,2,113.22,48.65,17.008,7.311,S2-16D_V2_002012_20260728,B09
COG_DEFLATE_L8_P2,8,2,113.21,48.66,11.096,2.114,S2-16D_V2_002012_20260728,B09
COG_DEFLATE_L9_P2,9,2,109.07,50.54,14.901,2.382,S2-16D_V2_002012_20260728,B09
RAW_SemComp,0,0,220.51,0.0,0.0,1.112,S2-16D_V2_001014_20260728,B08
COG_DEFLATE_L1_P2,1,2,50.51,77.09,5.524,2.731,S2-16D_V2_001014_20260728,B08
COG_DEFLATE_L2_P2,2,2,51.58,76.61,5.652,2.108,S2-16D_V2_001014_20260728,B08
COG_DEFLATE_L3_P2,3,2,51.58,76.61,3.7,2.784,S2-16D_V2_001014_20260728,B08
COG_DEFLATE_L5_P2,5,2,51.92,76.46,5.438,3.875,S2-16D_V2_001014_20260728,B08
COG_DEFLATE_L6_P2,6,2,51.92,76.46,5.389,2.972,S2-16D_V2_001014_20260728,B08
COG_DEFLATE_L7_P2,7,2,51.91,76.46,5.946,3.244,S2-16D_V2_001014_20260728,B08
COG_DEFLATE_L8_P2,8,2,51.91,76.46,1.867,0.671,S2-16D_V2_001014_20260728,B08
COG_DEFLATE_L9_P2,9,2,50.81,76.96,4.452,0.817,S2-16D_V2_001014_20260728,B08
RAW_SemComp,0,0,220.51,0.0,0.0,3.264,S2-16D_V2_002012_20260728,NDVI
COG_DEFLATE_L1_P2,1,2,177.66,19.43,4.557,4.768,S2-16D_V2_002012_20260728,NDVI
COG_DEFLATE_L2_P2,2,2,183.12,16.96,7.315,2.837,S2-16D_V2_002012_20260728,NDVI
COG_DEFLATE_L3_P2,3,2,183.12,16.96,8.862,5.997,S2-16D_V2_002012_20260728,NDVI
COG_DEFLATE_L5_P2,5,2,183.79,16.66,6.515,2.265,S2-16D_V2_002012_20260728,NDVI
COG_DEFLATE_L6_P2,6,2,183.79,16.66,8.525,4.339,S2-16D_V2_002012_20260728,NDVI
COG_DEFLATE_L7_P2,7,2,183.73,16.68,10.347,4.801,S2-16D_V2_002012_20260728,NDVI
COG_DEFLATE_L8_P2,8,2,183.73,16.68,6.915,1.181,S2-16D_V2_002012_20260728,NDVI
COG_DEFLATE_L9_P2,9,2,178.6,19.01,7.052,1.067,S2-16D_V2_002012_20260728,NDVI
RAW_SemComp,0,0,110.26,0.0,0.0,0.32,S2-16D_V2_002011_20260728,SCL
COG_DEFLATE_L1_P2,1,2,1.55,98.6,2.067,0.514,S2-16D_V2_002011_20260728,SCL
COG_DEFLATE_L2_P2,2,2,1.46,98.67,1.818,0.343,S2-16D_V2_002011_20260728,SCL
COG_DEFLATE_L3_P2,3,2,1.41,98.72,3.646,0.677,S2-16D_V2_002011_20260728,SCL
COG_DEFLATE_L5_P2,5,2,1.36,98.77,1.791,0.504,S2-16D_V2_002011_20260728,SCL
COG_DEFLATE_L6_P2,6,2,1.29,98.83,3.52,0.911,S2-16D_V2_002011_20260728,SCL
COG_DEFLATE_L7_P2,7,2,1.26,98.85,1.687,0.47,S2-16D_V2_002011_20260728,SCL
COG_DEFLATE_L8_P2,8,2,1.17,98.94,2.919,0.31,S2-16D_V2_002011_20260728,SCL
COG_DEFLATE_L9_P2,9,2,1.17,98.93,6.569,0.319,S2-16D_V2_002011_20260728,SCL
RAW_SemComp,0,0,220.51,0.0,0.0,1.435,S2-16D_V2_002012_20260728,B8A
COG_DEFLATE_L1_P2,1,2,174.03,21.08,8.341,4.841,S2-16D_V2_002012_20260728,B8A
COG_DEFLATE_L2_P2,2,2,178.94,18.85,5.483,1.115,S2-16D_V2_002012_20260728,B8A
COG_DEFLATE_L3_P2,3,2,178.94,18.85,2.6,1.141,S2-16D_V2_002012_20260728,B8A
COG_DEFLATE_L5_P2,5,2,179.38,18.65,2.862,1.058,S2-16D_V2_002012_20260728,B8A
COG_DEFLATE_L6_P2,6,2,179.38,18.65,2.918,1.113,S2-16D_V2_002012_20260728,B8A
COG_DEFLATE_L7_P2,7,2,179.28,18.7,3.289,1.06,S2-16D_V2_002012_20260728,B8A
COG_DEFLATE_L8_P2,8,2,179.28,18.7,3.149,1.903,S2-16D_V2_002012_20260728,B8A
COG_DEFLATE_L9_P2,9,2,175.21,20.55,8.017,2.52,S2-16D_V2_002012_20260728,B8A
RAW_SemComp,0,0,220.51,0.0,0.0,0.677,S2-16D_V2_002011_20260728,B05
COG_DEFLATE_L1_P2,1,2,62.57,71.62,5.318,1.402,S2-16D_V2_002011_20260728,B05
COG_DEFLATE_L2_P2,2,2,63.73,71.1,5.721,1.495,S2-16D_V2_002011_20260728,B05
COG_DEFLATE_L3_P2,3,2,63.75,71.09,5.501,1.904,S2-16D_V2_002011_20260728,B05
COG_DEFLATE_L5_P2,5,2,63.95,71.0,6.483,2.977,S2-16D_V2_002011_20260728,B05
COG_DEFLATE_L6_P2,6,2,63.95,71.0,5.346,2.357,S2-16D_V2_002011_20260728,B05
COG_DEFLATE_L7_P2,7,2,63.92,71.02,9.12,3.413,S2-16D_V2_002011_20260728,B05
COG_DEFLATE_L8_P2,8,2,63.92,71.02,3.672,1.454,S2-16D_V2_002011_20260728,B05
COG_DEFLATE_L9_P2,9,2,62.25,71.77,11.862,3.985,S2-16D_V2_002011_20260728,B05
RAW_SemComp,0,0,220.51,0.0,0.0,2.535,S2-16D_V2_002012_20260728,EVI
COG_DEFLATE_L1_P2,1,2,183.4,16.83,3.469,2.643,S2-16D_V2_002012_20260728,EVI
COG_DEFLATE_L2_P2,2,2,187.91,14.79,7.216,5.34,S2-16D_V2_002012_20260728,EVI
COG_DEFLATE_L3_P2,3,2,187.91,14.79,10.26,5.487,S2-16D_V2_002012_20260728,EVI
COG_DEFLATE_L5_P2,5,2,188.98,14.3,7.126,1.125,S2-16D_V2_002012_20260728,EVI
COG_DEFLATE_L6_P2,6,2,188.98,14.3,2.795,1.306,S2-16D_V2_002012_20260728,EVI
COG_DEFLATE_L7_P2,7,2,188.94,14.32,3.142,1.144,S2-16D_V2_002012_20260728,EVI
COG_DEFLATE_L8_P2,8,2,188.94,14.32,3.105,1.15,S2-16D_V2_002012_20260728,EVI
COG_DEFLATE_L9_P2,9,2,184.08,16.52,5.958,1.14,S2-16D_V2_002012_20260728,EVI
RAW_SemComp,0,0,220.51,0.0,0.0,1.116,S2-16D_V2_002012_20260728,B07
COG_DEFLATE_L1_P2,1,2,172.87,21.61,6.613,4.484,S2-16D_V2_002012_20260728,B07
COG_DEFLATE_L2_P2,2,2,177.77,19.38,6.699,3.426,S2-16D_V2_002012_20260728,B07
COG_DEFLATE_L3_P2,3,2,177.77,19.38,6.917,2.195,S2-16D_V2_002012_20260728,B07
COG_DEFLATE_L5_P2,5,2,178.16,19.21,2.889,1.076,S2-16D_V2_002012_20260728,B07
COG_DEFLATE_L6_P2,6,2,178.16,19.21,3.129,1.034,S2-16D_V2_002012_20260728,B07
COG_DEFLATE_L7_P2,7,2,178.07,19.25,3.544,1.416,S2-16D_V2_002012_20260728,B07
COG_DEFLATE_L8_P2,8,2,178.07,19.25,5.092,2.793,S2-16D_V2_002012_20260728,B07
COG_DEFLATE_L9_P2,9,2,174.07,21.06,10.537,2.559,S2-16D_V2_002012_20260728,B07
RAW_SemComp,0,0,220.51,0.0,0.0,0.978,S2-16D_V2_002011_20260728,NBR
COG_DEFLATE_L1_P2,1,2,70.93,67.83,4.04,1.908,S2-16D_V2_002011_20260728,NBR
COG_DEFLATE_L2_P2,2,2,72.79,66.99,7.109,2.604,S2-16D_V2_002011_20260728,NBR
COG_DEFLATE_L3_P2,3,2,72.8,66.99,7.099,3.868,S2-16D_V2_002011_20260728,NBR
COG_DEFLATE_L5_P2,5,2,72.87,66.95,6.611,0.791,S2-16D_V2_002011_20260728,NBR
COG_DEFLATE_L6_P2,6,2,72.87,66.95,2.823,1.328,S2-16D_V2_002011_20260728,NBR
COG_DEFLATE_L7_P2,7,2,72.83,66.97,3.077,1.074,S2-16D_V2_002011_20260728,NBR
COG_DEFLATE_L8_P2,8,2,72.83,66.97,3.336,3.165,S2-16D_V2_002011_20260728,NBR
COG_DEFLATE_L9_P2,9,2,71.34,67.65,9.096,2.24,S2-16D_V2_002011_20260728,NBR
RAW_SemComp,0,0,220.51,0.0,0.0,0.708,S2-16D_V2_001014_20260728,B05
COG_DEFLATE_L1_P2,1,2,39.79,81.96,2.916,1.011,S2-16D_V2_001014_20260728,B05
COG_DEFLATE_L2_P2,2,2,40.28,81.73,4.185,1.145,S2-16D_V2_001014_20260728,B05
COG_DEFLATE_L3_P2,3,2,40.29,81.73,4.436,0.819,S2-16D_V2_001014_20260728,B05
COG_DEFLATE_L5_P2,5,2,40.52,81.62,3.279,0.991,S2-16D_V2_001014_20260728,B05
COG_DEFLATE_L6_P2,6,2,40.52,81.62,3.813,1.091,S2-16D_V2_001014_20260728,B05
COG_DEFLATE_L7_P2,7,2,40.53,81.62,6.065,0.836,S2-16D_V2_001014_20260728,B05
COG_DEFLATE_L8_P2,8,2,40.53,81.62,5.802,1.91,S2-16D_V2_001014_20260728,B05
COG_DEFLATE_L9_P2,9,2,39.47,82.1,8.716,3.916,S2-16D_V2_001014_20260728,B05
RAW_SemComp,0,0,220.51,0.0,0.0,1.119,S2-16D_V2_002012_20260728,B06
COG_DEFLATE_L1_P2,1,2,169.71,23.04,5.119,3.573,S2-16D_V2_002012_20260728,B06
COG_DEFLATE_L2_P2,2,2,174.47,20.88,6.935,2.463,S2-16D_V2_002012_20260728,B06
COG_DEFLATE_L3_P2,3,2,174.47,20.88,9.092,3.703,S2-16D_V2_002012_20260728,B06
COG_DEFLATE_L5_P2,5,2,174.71,20.77,9.539,3.301,S2-16D_V2_002012_20260728,B06
COG_DEFLATE_L6_P2,6,2,174.71,20.77,7.199,3.063,S2-16D_V2_002012_20260728,B06
COG_DEFLATE_L7_P2,7,2,174.64,20.8,8.089,3.04,S2-16D_V2_002012_20260728,B06
COG_DEFLATE_L8_P2,8,2,174.64,20.8,3.704,1.135,S2-16D_V2_002012_20260728,B06
COG_DEFLATE_L9_P2,9,2,170.87,22.51,7.037,1.313,S2-16D_V2_002012_20260728,B06
RAW_SemComp,0,0,220.51,0.0,0.0,1.9,S2-16D_V2_002011_20260728,B8A
COG_DEFLATE_L1_P2,1,2,70.99,67.81,2.796,2.83,S2-16D_V2_002011_20260728,B8A
COG_DEFLATE_L2_P2,2,2,72.9,66.94,3.177,3.091,S2-16D_V2_002011_20260728,B8A
COG_DEFLATE_L3_P2,3,2,72.9,66.94,3.505,2.49,S2-16D_V2_002011_20260728,B8A
COG_DEFLATE_L5_P2,5,2,73.07,66.86,3.472,1.702,S2-16D_V2_002011_20260728,B8A
COG_DEFLATE_L6_P2,6,2,73.07,66.86,4.92,3.519,S2-16D_V2_002011_20260728,B8A
COG_DEFLATE_L7_P2,7,2,73.02,66.88,8.082,1.62,S2-16D_V2_002011_20260728,B8A
COG_DEFLATE_L8_P2,8,2,73.02,66.88,4.471,4.003,S2-16D_V2_002011_20260728,B8A
COG_DEFLATE_L9_P2,9,2,71.57,67.55,9.887,4.899,S2-16D_V2_002011_20260728,B8A
RAW_SemComp,0,0,220.51,0.0,0.0,0.998,S2-16D_V2_001014_20260728,B01
COG_DEFLATE_L1_P2,1,2,16.73,92.41,3.814,3.395,S2-16D_V2_001014_20260728,B01
COG_DEFLATE_L2_P2,2,2,15.98,92.75,2.488,1.316,S2-16D_V2_001014_20260728,B01
COG_DEFLATE_L3_P2,3,2,15.34,93.04,5.494,2.273,S2-16D_V2_001014_20260728,B01
COG_DEFLATE_L5_P2,5,2,15.17,93.12,7.425,1.65,S2-16D_V2_001014_20260728,B01
COG_DEFLATE_L6_P2,6,2,14.26,93.53,4.779,1.411,S2-16D_V2_001014_20260728,B01
COG_DEFLATE_L7_P2,7,2,13.93,93.68,7.751,2.007,S2-16D_V2_001014_20260728,B01
COG_DEFLATE_L8_P2,8,2,13.76,93.76,13.91,2.394,S2-16D_V2_001014_20260728,B01
COG_DEFLATE_L9_P2,9,2,12.58,94.3,12.471,0.848,S2-16D_V2_001014_20260728,B01
